continent,country,year,lifeExp
Asia,Sri Lanka,1992,70.379
Asia,Sri Lanka,1997,70.457
Asia,Sri Lanka,2002,70.815
Asia,Sri Lanka,2007,72.396
Asia,Syria,1972,57.296
Asia,Syria,1977,61.195
Asia,Syria,1982,64.59
Asia,Syria,1987,66.974
Asia,Syria,1992,69.249
Asia,Syria,1997,71.527
Asia,Syria,2002,73.053
Asia,Syria,2007,74.143
Asia,Taiwan,1972,69.39
Asia,Taiwan,1977,70.59
Asia,Taiwan,1982,72.16
Asia,Taiwan,1987,73.4
Asia,Taiwan,1992,74.26
Asia,Taiwan,1997,75.25
Asia,Taiwan,2002,76.99
Asia,Taiwan,2007,78.4
Asia,Thailand,1972,60.405
Asia,Thailand,1977,62.494
Asia,Thailand,1982,64.597
Asia,Thailand,1987,66.084
Asia,Thailand,1992,67.298
Asia,Thailand,1997,67.521
Asia,Thailand,2002,68.564
Asia,Thailand,2007,70.616
Asia,Vietnam,1972,50.254
Asia,Vietnam,1977,55.764
Asia,Vietnam,1982,58.816
Asia,Vietnam,1987,62.82
Asia,Vietnam,1992,67.662
Asia,Vietnam,1997,70.672
Asia,Vietnam,2002,73.017
Asia,Vietnam,2007,74.249
Asia,West Bank and Gaza,1972,56.532
Asia,West Bank and Gaza,1977,60.765
Asia,West Bank and Gaza,1982,64.406
Asia,West Bank and Gaza,1987,67.046
Asia,West Bank and Gaza,1992,69.718
Asia,West Bank and Gaza,1997,71.096
Asia,West Bank and Gaza,2002,72.37
Asia,West Bank and Gaza,2007,73.422
Asia,Yemen Rep.,1972,39.848
Asia,Yemen Rep.,1977,44.175
Asia,Yemen Rep.,1982,49.113
Asia,Yemen Rep.,1987,52.922
Asia,Yemen Rep.,1992,55.599
Asia,Yemen Rep.,1997,58.02
Asia,Yemen Rep.,2002,60.308
Asia,Yemen Rep.,2007,62.698
Europe,Albania,1972,67.69
Europe,Albania,1977,68.93
Europe,Albania,1982,70.42
Europe,Albania,1987,72
Europe,Albania,1992,71.581
Europe,Albania,1997,72.95
Europe,Albania,2002,75.651
Europe,Albania,2007,76.423
Europe,Austria,1972,70.63
Europe,Austria,1977,72.17
Europe,Austria,1982,73.18
Europe,Austria,1987,74.94
Europe,Austria,1992,76.04
Europe,Austria,1997,77.51
Europe,Austria,2002,78.98
Europe,Austria,2007,79.829
Europe,Belgium,1972,71.44
Europe,Belgium,1977,72.8
Europe,Belgium,1982,73.93
Europe,Belgium,1987,75.35
Europe,Belgium,1992,76.46
Europe,Belgium,1997,77.53
Europe,Belgium,2002,78.32
Europe,Belgium,2007,79.441
Europe,Bosnia and Herzegovina,1972,67.45
Europe,Bosnia and Herzegovina,1977,69.86
Europe,Bosnia and Herzegovina,1982,70.69
Europe,Bosnia and Herzegovina,1987,71.14
Europe,Bosnia and Herzegovina,1992,72.178
Europe,Bosnia and Herzegovina,1997,73.244
Europe,Bosnia and Herzegovina,2002,74.09
Europe,Bosnia and Herzegovina,2007,74.852
Europe,Bulgaria,1972,70.9
Europe,Bulgaria,1977,70.81
Europe,Bulgaria,1982,71.08
Europe,Bulgaria,1987,71.34
Europe,Bulgaria,1992,71.19
Europe,Bulgaria,1997,70.32
Europe,Bulgaria,2002,72.14
Europe,Bulgaria,2007,73.005
Europe,Croatia,1972,69.61
Europe,Croatia,1977,70.64
Europe,Croatia,1982,70.46
Europe,Croatia,1987,71.52
Europe,Croatia,1992,72.527
Europe,Croatia,1997,73.68
Europe,Croatia,2002,74.876
Europe,Croatia,2007,75.748
Europe,Czech Republic,1972,70.29
Europe,Czech Republic,1977,70.71
Europe,Czech Republic,1982,70.96
Europe,Czech Republic,1987,71.58
Europe,Czech Republic,1992,72.4
Europe,Czech Republic,1997,74.01
Europe,Czech Republic,2002,75.51
Europe,Czech Republic,2007,76.486
Europe,Denmark,1972,73.47
Europe,Denmark,1977,74.69
Europe,Denmark,1982,74.63
Europe,Denmark,1987,74.8
Europe,Denmark,1992,75.33
Europe,Denmark,1997,76.11
Europe,Denmark,2002,77.18
Europe,Denmark,2007,78.332
Europe,Finland,1972,70.87
Europe,Finland,1977,72.52
Europe,Finland,1982,74.55
Europe,Finland,1987,74.83
Europe,Finland,1992,75.7
Europe,Finland,1997,77.13
Europe,Finland,2002,78.37
Europe,Finland,2007,79.313
Europe,France,1972,72.38
Europe,France,1977,73.83
Europe,France,1982,74.89
Europe,France,1987,76.34
Europe,France,1992,77.46
Europe,France,1997,78.64
Europe,France,2002,79.59
Europe,France,2007,80.657
Europe,Germany,1972,71
Europe,Germany,1977,72.5
Europe,Germany,1982,73.8
Europe,Germany,1987,74.847
Europe,Germany,1992,76.07
Europe,Germany,1997,77.34
Europe,Germany,2002,78.67
Europe,Germany,2007,79.406
Europe,Greece,1972,72.34
Europe,Greece,1977,73.68
Europe,Greece,1982,75.24
Europe,Greece,1987,76.67
Europe,Greece,1992,77.03
Europe,Greece,1997,77.869
Europe,Greece,2002,78.256
Europe,Greece,2007,79.483
Europe,Hungary,1972,69.76
Europe,Hungary,1977,69.95
Europe,Hungary,1982,69.39
Europe,Hungary,1987,69.58
Europe,Hungary,1992,69.17
Europe,Hungary,1997,71.04
Europe,Hungary,2002,72.59
Europe,Hungary,2007,73.338
Europe,Iceland,1972,74.46
Europe,Iceland,1977,76.11
Europe,Iceland,1982,76.99
Europe,Iceland,1987,77.23
Europe,Iceland,1992,78.77
Europe,Iceland,1997,78.95
Europe,Iceland,2002,80.5
Europe,Iceland,2007,81.757
Europe,Ireland,1972,71.28
Europe,Ireland,1977,72.03
Europe,Ireland,1982,73.1
Europe,Ireland,1987,74.36
Europe,Ireland,1992,75.467
Europe,Ireland,1997,76.122
Europe,Ireland,2002,77.783
Europe,Ireland,2007,78.885
Europe,Italy,1972,72.19
Europe,Italy,1977,73.48
Europe,Italy,1982,74.98
Europe,Italy,1987,76.42
Europe,Italy,1992,77.44
Europe,Italy,1997,78.82
Europe,Italy,2002,80.24
Europe,Italy,2007,80.546
Europe,Montenegro,1972,70.636
Europe,Montenegro,1977,73.066
Europe,Montenegro,1982,74.101
Europe,Montenegro,1987,74.865
Europe,Montenegro,1992,75.435
Europe,Montenegro,1997,75.445
Europe,Montenegro,2002,73.981
Europe,Montenegro,2007,74.543
Europe,Netherlands,1972,73.75
Europe,Netherlands,1977,75.24
Europe,Netherlands,1982,76.05
Europe,Netherlands,1987,76.83
Europe,Netherlands,1992,77.42
Europe,Netherlands,1997,78.03
Europe,Netherlands,2002,78.53
Europe,Netherlands,2007,79.762
Europe,Norway,1972,74.34
Europe,Norway,1977,75.37
Europe,Norway,1982,75.97
Europe,Norway,1987,75.89
Europe,Norway,1992,77.32
Europe,Norway,1997,78.32
Europe,Norway,2002,79.05
Europe,Norway,2007,80.196
Europe,Poland,1972,70.85
Europe,Poland,1977,70.67
Europe,Poland,1982,71.32
Europe,Poland,1987,70.98
Europe,Poland,1992,70.99
Europe,Poland,1997,72.75
Europe,Poland,2002,74.67
Europe,Poland,2007,75.563
Europe,Portugal,1972,69.26
Europe,Portugal,1977,70.41
Europe,Portugal,1982,72.77
Europe,Portugal,1987,74.06
Europe,Portugal,1992,74.86
Europe,Portugal,1997,75.97
Europe,Portugal,2002,77.29
Europe,Portugal,2007,78.098
Europe,Romania,1972,69.21
Europe,Romania,1977,69.46
Europe,Romania,1982,69.66
Europe,Romania,1987,69.53
Europe,Romania,1992,69.36
Europe,Romania,1997,69.72
Europe,Romania,2002,71.322
Europe,Romania,2007,72.476
Europe,Serbia,1972,68.7
Europe,Serbia,1977,70.3
Europe,Serbia,1982,70.162
Europe,Serbia,1987,71.218
Europe,Serbia,1992,71.659
Europe,Serbia,1997,72.232
Europe,Serbia,2002,73.213
Europe,Serbia,2007,74.002
Europe,Slovak Republic,1972,70.35
Europe,Slovak Republic,1977,70.45
Europe,Slovak Republic,1982,70.8
Europe,Slovak Republic,1987,71.08
Europe,Slovak Republic,1992,71.38
Europe,Slovak Republic,1997,72.71
Europe,Slovak Republic,2002,73.8
Europe,Slovak Republic,2007,74.663
Europe,Slovenia,1972,69.82
Europe,Slovenia,1977,70.97
Europe,Slovenia,1982,71.063
Europe,Slovenia,1987,72.25
Europe,Slovenia,1992,73.64
Europe,Slovenia,1997,75.13
Europe,Slovenia,2002,76.66
Europe,Slovenia,2007,77.926
Europe,Spain,1972,73.06
Europe,Spain,1977,74.39
Europe,Spain,1982,76.3
Europe,Spain,1987,76.9
Europe,Spain,1992,77.57
Europe,Spain,1997,78.77
Europe,Spain,2002,79.78
Europe,Spain,2007,80.941
Europe,Sweden,1972,74.72
Europe,Sweden,1977,75.44
Europe,Sweden,1982,76.42
Europe,Sweden,1987,77.19
Europe,Sweden,1992,78.16
Europe,Sweden,1997,79.39
Europe,Sweden,2002,80.04
Europe,Sweden,2007,80.884
Europe,Switzerland,1972,73.78
Europe,Switzerland,1977,75.39
Europe,Switzerland,1982,76.21
Europe,Switzerland,1987,77.41
Europe,Switzerland,1992,78.03
Europe,Switzerland,1997,79.37
Europe,Switzerland,2002,80.62
Europe,Switzerland,2007,81.701
Europe,Turkey,1972,57.005
Europe,Turkey,1977,59.507
Europe,Turkey,1982,61.036
Europe,Turkey,1987,63.108
Europe,Turkey,1992,66.146
Europe,Turkey,1997,68.835
Europe,Turkey,2002,70.845
Europe,Turkey,2007,71.777
Europe,United Kingdom,1972,72.01
Europe,United Kingdom,1977,72.76
Europe,United Kingdom,1982,74.04
Europe,United Kingdom,1987,75.007
Europe,United Kingdom,1992,76.42
Europe,United Kingdom,1997,77.218
Europe,United Kingdom,2002,78.471
Europe,United Kingdom,2007,79.425
Oceania,Australia,1972,71.93
Oceania,Australia,1977,73.49
Oceania,Australia,1982,74.74
Oceania,Australia,1987,76.32
Oceania,Australia,1992,77.56
Oceania,Australia,1997,78.83
Oceania,Australia,2002,80.37
Oceania,Australia,2007,81.235
Oceania,New Zealand,1972,71.89
Oceania,New Zealand,1977,72.22
Oceania,New Zealand,1982,73.84
Oceania,New Zealand,1987,74.32
Oceania,New Zealand,1992,76.33
Oceania,New Zealand,1997,77.55
Oceania,New Zealand,2002,79.11
Oceania,New Zealand,2007,80.204
